data/IDS17-Fr1.csv, 0.9941,0.5489, 0.7072,0.9442, 0.5772
data/IDS17-Fr2.csv, 0.9761,0.6736, 0.7971,0.9177, 0.9334
data/IDS17-Fr3.csv, 0.9919,0.6836, 0.8094,0.8951, 0.9395
data/IDS17-Th.csv, 0.9812,0.4953, 0.6583,0.9926, 0.7678
data/IDS17-Tu.csv, 0.9854,0.2892, 0.4471,0.995, 0.7544
data/IDS17-We.csv, 0.9955,0.7569, 0.86,0.9543, 0.9074
data/IDS17-sum.csv, 0.9908, 0.6959, 0.8176, 0.9822, 0.9584
